pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_met,st_logg
AU Mic b,8.463446,0.07,4.79,8.99,0.07,,554.8,3540.0,0.862,0.635,0.01,4.37
AU Mic c,18.859023,0.119,2.79,14.46,0.18,,424.7,3540.0,0.862,0.635,0.01,4.37
BD+05 4868 A b,1.271869,0.0208,,6.2,,,1820.0,4596.0,0.69,0.7,-0.05,4.6
BD-14 3065 b,4.2889731,0.0656,21.59,3932.0,0.066,,2001.0,6935.0,2.35,1.41,-0.34,3.85
DS Tuc A b,8.138268,,5.7,,0.0,,850.0,5428.0,0.964,1.01,0.0,
GJ 1252 b,0.5182331,,1.193,1.32,0.0,,,3458.0,0.391,0.381,0.1,
GJ 143 b,35.61253,0.1915,2.61,22.7,0.188,,422.0,4640.0,0.695,0.73,0.003,4.613
GJ 238 b,1.7446999,0.02123,0.566,,,,758.0,3485.0,0.4314,0.4193,0.15,
GJ 3090 b,2.85310198,0.0316,2.18,4.52,0.25,45.4,723.0,3707.0,0.516,0.519,0.12,
GJ 341 b,7.57686,,0.88,4.0,0.0,13.8,,3770.0,0.5066,0.48,-0.16,4.72
GJ 3473 b,1.1980035,0.01589,1.264,1.86,0.0,59.4,773.0,3347.0,0.364,0.36,0.11,4.81
GJ 357 b,3.9306,0.036,1.2,,,,518.0,3505.0,0.337,0.342,-0.12,4.94
GJ 367 b,0.3219226,,0.736,0.503,0.0,,1329.0,3535.0,0.457,0.451,,
GJ 3929 b,2.616235,0.0252,1.09,1.75,0.0,17.3,568.0,3384.0,0.32,0.313,-0.02,4.89
GJ 806 b,0.9263237,0.01406,1.331,1.9,,130.0,940.0,3600.0,0.4144,0.413,-0.28,4.98
Gliese 12 b,12.761418,,0.93,0.95,0.24,,,3328.0,0.265,0.255,-0.24,5.25
HD 101581 b,4.46569,0.046,0.956,,,80.0,834.0,4675.0,0.63,0.653,-0.343,4.654
HD 101581 c,6.20401,0.0573,0.99,,,52.0,747.0,4675.0,0.63,0.653,-0.343,4.654
HD 108236 b,3.795963,0.04527,1.615,,0.045,,,5660.0,0.877,0.869,-0.28,4.49
HD 108236 c,6.203449,0.062,2.071,,0.034,,,5660.0,0.877,0.869,-0.28,4.49
HD 108236 e,19.590025,0.1367,3.083,,0.058,,,5660.0,0.877,0.869,-0.28,4.49
HD 109833 b,9.188526,,2.888,,0.18,,,5881.0,1.0,1.08,-0.07,4.45
HD 109833 c,13.900148,,2.59,,0.3,,,5881.0,1.0,1.08,-0.07,4.45
HD 110082 b,10.18271,0.113,3.2,,0.2,,,6200.0,1.19,1.21,0.08,4.2
HD 110113 b,2.541,0.035,2.05,4.55,0.093,735.49,1371.0,5732.0,0.968,0.997,0.14,4.46
HD 1397 b,11.53533,0.1097,11.500434,131.89945,0.251,356.0,1228.3,5521.0,2.336,1.324,0.29,3.823
HD 152843 b,11.62071,0.1049,3.05,9.82,0.046,265.4,,6310.0,1.43,1.15,-0.16,4.19
HD 152843 c,19.502104,0.1482,5.94,9.67,0.074,133.1,,6310.0,1.43,1.15,-0.16,4.19
HD 15337 b,4.7559804,,1.77,6.519,0.058,,,5131.0,0.855,0.829,0.03,4.48
HD 15337 c,17.180546,,2.526,6.792,0.096,,,5131.0,0.855,0.829,0.03,4.48
HD 15906 b,10.924709,0.09,2.24,,0.11,33.14,668.0,4757.0,0.762,0.79,0.02,4.49
HD 15906 c,21.583298,0.141,2.93,,0.04,13.37,532.0,4757.0,0.762,0.79,0.02,4.49
HD 183579 b,17.471291,0.1322,3.49,20.4,0.061,,752.0,5784.0,0.96,0.996,-0.038,4.45
HD 18599 b,4.1374354,0.048,2.6,24.1,0.34,,,5145.0,0.767,0.863,0.0,4.54
HD 191939 b,8.8803256,0.0804,3.41,10.0,0.031,100.0,880.0,5348.0,0.94,0.81,-0.15,4.3
HD 191939 c,28.579743,0.1752,3.195,8.0,0.034,21.0,600.0,5348.0,0.94,0.81,-0.15,4.3
HD 191939 d,38.353037,0.2132,2.995,2.8,0.031,14.3,540.0,5348.0,0.94,0.81,-0.15,4.3
HD 202772 A b,3.3088775,0.05208,18.2370116,323.54931833,0.03,3770.0,2181.0,6442.0,2.554,1.721,0.232,3.93
HD 20329 b,0.926118,0.018,1.72,7.42,0.0,3474.0,2141.0,5596.0,1.13,0.9,-0.07,4.4
HD 207496 b,6.441008,0.0629,2.25,6.1,0.231,72.9,743.0,4819.0,0.769,0.8,0.095,4.507
HD 207897 b,16.20166,0.117,2.34302132,14.8,0.0,,581.75,5106.0,0.7827,0.8208,-0.03,4.562
HD 213885 b,1.008035,0.02012,1.745,8.83,0.0,,2128.0,5978.0,1.1011,1.068,-0.04,4.3827
HD 21520 b,25.1292,0.1726,2.697,17.7,0.0,,637.0,5871.0,1.044,1.09,0.049,4.42
HD 21749 c,7.78993,0.0695,0.892,3.7,,,701.0,4640.0,0.695,0.73,0.003,4.613
HD 219666 b,6.034468,,4.898,17.6,0.05,,1076.0,5540.0,1.059,1.02,,
HD 221416 b,14.2767,0.1228,9.17,60.5,0.115,,,5080.0,2.943,1.212,-0.08,3.584
HD 22946 d,47.42489,0.2958,2.607,26.57,,18.561,546.0,6169.0,1.117,1.098,-0.08,4.47
HD 23472 b,17.667087,0.1162,2.0,8.32,0.072,16.0,543.0,4684.0,0.71,0.67,-0.2,4.53
HD 23472 c,29.79749,0.1646,1.87,3.41,0.063,7.96,467.0,4684.0,0.71,0.67,-0.2,4.53
HD 23472 d,3.97664,0.04298,0.75,0.55,0.07,117.0,909.0,4684.0,0.71,0.67,-0.2,4.53
HD 23472 e,7.90754,0.068,0.818,0.72,0.07,46.7,723.0,4684.0,0.71,0.67,-0.2,4.53
HD 23472 f,12.1621839,0.0906,1.137,0.77,0.07,26.3,630.0,4684.0,0.71,0.67,-0.2,4.53
HD 235088 b,7.4341325,0.0706,1.982,4.15,0.0,,,5075.0,0.772,0.849,-0.02,4.55
HD 25463 b,7.0491423,0.076,2.54535814,8.7,0.0,,1198.46,6353.0,1.4182,1.251,-0.018,4.227
HD 25463 c,3.04405,0.0443,1.36354953,4.3,0.0,,1585.57,6353.0,1.4182,1.251,-0.018,4.227
HD 260655 b,2.76953,0.02933,1.24,2.14,0.039,42.2,709.0,3803.0,0.439,0.439,-0.43,5.2
HD 260655 c,5.70588,0.04749,1.533,3.09,0.038,16.1,557.0,3803.0,0.439,0.439,-0.43,5.2
HD 2685 b,4.12688,0.0568,16.14096,371.8611,0.091,,2061.0,6801.0,1.56,1.43,0.02,4.21
HD 28109 b,22.891054,,2.69,6.2,0.0071,,867.0,6189.0,1.425,1.227,0.1,4.25
HD 28109 c,55.99712,,4.13,9.2,0.0039,,643.0,6189.0,1.425,1.227,0.1,4.25
HD 28109 d,84.2899,,3.11,5.8,0.0054,,561.0,6189.0,1.425,1.227,0.1,4.25
HD 332231 b,18.712024,0.145,9.07303305,74.1,0.0,,798.3,6128.0,1.266,1.1642,0.043,4.296
HD 35843 c,46.9622,0.25,2.54,11.32,0.153,,479.0,5666.0,0.897,0.94,-0.27,4.47
HD 5278 b,14.339156,0.1202,2.45,7.8,0.08,132.0,943.0,6203.0,1.194,1.126,-0.12,4.5
HD 56414 b,29.04992,0.229,3.71,,0.68,,1133.0,8500.0,1.751,1.89,0.0,
HD 6061 b,5.2549,0.06,2.42763557,10.0,0.0,,1075.31,5934.0,1.0072,1.0269,-0.05,4.441
HD 63433 b,7.1079475,,2.14,21.755,,,967.11,5553.0,0.934,0.956,-0.07,4.56
HD 63433 c,20.5438281,,2.692,15.539,,,678.92,5553.0,0.934,0.956,-0.07,4.56
HD 63433 d,4.209075,0.0503,1.073,,0.16,,1040.0,5688.0,0.912,0.99,0.03,4.52
HD 63935 b,9.058807,0.083,2.91575244,10.5,0.0,,825.22,5513.0,0.9598,0.9406,0.107,4.445
HD 73583 b,6.398042,0.0604,2.79,10.2,0.09,43.3,714.0,4511.0,0.65,0.73,0.0,4.62
HD 73583 c,18.87974,0.1242,2.39,9.7,0.08,10.2,498.0,4511.0,0.65,0.73,0.0,4.62
HD 77946 b,6.527363,0.073,2.89646124,10.9,0.211,,1128.86,6007.0,1.3174,1.1973,0.215,4.276
HD 86226 c,3.98442,0.049,2.16,7.25,0.075,,1311.0,5863.0,1.053,1.019,0.018,4.4
HD 93963 A b,1.0376109,0.02061,1.46954368,2.8,0.0,,1842.23,5908.0,1.0311,1.0844,0.11,4.445
HD 93963 A c,3.6451389,0.04726,3.11976057,18.4,0.0,,1212.45,5908.0,1.0311,1.0844,0.11,4.445
HIP 113103 b,7.610303,0.06899,1.829,,0.17,,721.0,4930.0,0.742,0.761,-0.1,4.6
HIP 113103 c,14.245648,0.10479,2.4,,0.17,,585.0,4930.0,0.742,0.761,-0.1,4.6
HIP 65 A b,0.9809734,0.01782,22.75427,1021.18779,0.0,661.0,1411.0,4590.0,0.7242,0.781,0.18,4.611
HIP 67522 b,6.9594731,0.0748,9.9872018,,0.064,,1175.0,5675.0,1.38,1.22,,
HIP 67522 c,14.334892,0.1228,7.93595834,,0.077,,917.0,5675.0,1.38,1.22,,
HIP 8152 b,10.751014,0.093,2.53625843,8.9,0.0,,794.96,5618.0,0.9603,0.9373,0.007,4.443
HIP 8152 c,19.60562,0.139,2.52442508,10.7,0.2,,650.68,5618.0,0.9603,0.9373,0.007,4.443
HIP 94235 b,7.713057,0.0787,3.0,379.0,0.32,,1060.0,5991.0,1.08,1.094,0.0,4.46
HIP 9618 b,20.772858,0.145,3.82838127,8.3,0.0,,640.88,5649.0,0.9593,0.942,-0.018,4.445
HIP 9618 c,52.56363,0.269,3.42855926,7.0,0.0,,470.31,5649.0,0.9593,0.942,-0.018,4.445
HIP 97166 b,10.288914,0.091,2.4801338,19.1,0.29,,701.66,5216.0,0.8418,0.9342,0.248,4.557
HR 858 b,3.585287,0.04888,2.004,3.55,0.0,,1552.0,6354.0,1.258,1.204,0.025,4.3
HR 858 c,5.973865,0.0687,1.979,3.8,0.0,,1309.0,6354.0,1.258,1.204,0.025,4.3
HR 858 d,11.230511,0.1046,2.001,7.1,0.0,,1061.0,6354.0,1.258,1.204,0.025,4.3
L 168-9 b,1.40152604,0.0208,1.63,4.07,0.0,,998.0,3842.0,0.604,0.614,-0.03,4.84
L 98-59 b,2.253114,0.0223,0.837,0.46,0.031,24.5,620.0,3415.0,0.3155,0.2923,-0.46,4.91
L 98-59 c,3.6906764,0.0309,1.329,2.0,0.002,12.7,526.0,3415.0,0.3155,0.2923,-0.46,4.91
L 98-59 d,7.450729,0.0494,1.627,1.64,0.006,4.97,416.0,3415.0,0.3155,0.2923,-0.46,4.91
LHS 1478 b,1.9495378,0.01848,1.242,2.33,,,595.0,3381.0,0.246,0.236,-0.13,4.87
LHS 1678 b,0.8602325,0.01239,0.685,,0.033,94.3,,3490.0,0.329,0.345,,
LHS 1678 c,3.694284,0.0327,0.941,,0.039,13.5,,3490.0,0.329,0.345,,
LHS 1678 d,4.9652229,0.04,0.981,,0.036,9.1,,3490.0,0.329,0.345,,
LHS 1815 b,3.814334,,1.088,1.58,0.0,,,3643.0,0.501,0.502,-0.12,4.77
LHS 1903 b,2.1555098,0.02656,1.382,3.28,0.015,66.66,796.0,3664.0,0.539,0.538,-0.11,4.75
LHS 1903 c,6.226185,0.05387,2.046,4.55,0.089,16.2,559.0,3664.0,0.539,0.538,-0.11,4.75
LHS 1903 d,12.566287,0.08604,2.5,5.96,0.112,6.35,442.0,3664.0,0.539,0.538,-0.11,4.75
LHS 3844 b,0.462929709,0.00624,1.286,2.37,0.0,73.67,816.0,3080.0,0.189,0.151,0.22,5.07
LP 714-47 b,4.052037,0.0417,4.7,30.8,0.04,,700.0,3950.0,0.584,0.59,0.41,4.64
LP 791-18 b,0.9479981,0.00978,1.212,,,24.14,564.3,2960.0,0.182,0.139,-0.09,5.115
LP 791-18 c,4.98991,0.02961,2.488,7.16,0.0001,,,2960.0,0.182,0.139,-0.09,5.115
LP 890-9 b,2.7299025,0.01875,1.32,13.2,,4.09,396.0,2850.0,0.1556,0.118,-0.028,5.126
LTT 1445 A b,5.3587635,0.0381,1.34,2.73,,5.7,431.0,,0.271,0.257,,
LTT 1445 A c,3.1239035,0.02661,1.147,1.54,0.223,10.9,508.0,3340.0,0.265,0.257,-0.34,
LTT 3780 b,0.76837931,0.01195,1.325,2.46,0.0,111.0,903.0,3358.0,0.38,0.381,0.06,4.85
LTT 3780 c,12.252284,0.0757,2.39,8.04,0.024,2.76,359.0,3358.0,0.38,0.381,0.06,4.85
LTT 9779 b,0.792052,0.01679,4.72,29.32,0.0,,1978.0,5443.0,0.949,1.02,0.27,4.35
NGTS-11 b,35.45533,0.201,9.157753,109.33352,0.13,,435.0,5050.0,0.832,0.862,0.22,4.5
NGTS-20 b,54.18915,0.313,11.99360935,947.12865286,0.432,,688.0,5980.0,1.78,1.47,0.15,3.8
NGTS-27 b,3.3704181,0.0446,15.64773706,188.47224535,0.0,1680.0,1783.0,5700.0,1.77,1.07,0.0,4.05
NGTS-30 b,98.29838,0.408,10.40193409,305.11527072,0.294,,500.0,5455.0,0.913,0.94,-0.03,4.3
NGTS-31 b,4.162734,0.064,18.04645893,355.96781584,0.0,643.0,1410.0,5710.0,1.7,0.96,0.0,4.43
NGTS-33 b,2.827972,0.048,18.38272835,1153.71711741,0.0,2620.0,1991.0,7437.0,1.47,1.6,-0.11,4.26
NGTS-34 b,43.12655,0.257,3.65,19.1,,,624.0,6134.0,1.367,1.266,0.228,4.22
NGTS-35 b,25.241192,0.16,10.9,152.0,0.192,,451.0,4717.0,0.753,0.789,0.085,4.57
NGTS-38 b,180.52797,0.697,12.11690814,1516.04150139,0.3086,,457.0,6310.0,1.88,1.46,0.33,4.06
Ross 176 b,5.0066338,0.0464,1.84,4.57,0.25,36.2,682.0,4041.0,0.569,0.577,-0.19,5.07
TIC 139270665 b,23.624,0.163,7.22979255,147.15455244,0.105,40.3,703.0,5844.0,1.016,1.035,0.156,4.439
TIC 147027702 b,44.40523,0.274,10.92875618,346.43296363,0.127,,863.0,6410.0,2.136,1.406,-0.08,3.926
TIC 172900988 b,200.452,0.90281,11.25,942.0,0.0271,,,6050.0,1.3842,1.2384,0.34,4.2485
TIC 183374187 b,5.05907,,14.03364384,177.98390792,0.506,,1379.0,5768.0,1.344,0.853,-0.39,4.112
TIC 237913194 b,15.168865,0.1207,12.520453,617.22586,0.575,,974.0,5788.0,1.088,1.026,0.14,4.376
TIC 241249530 b,165.7719,0.641,13.29385111,1582.78546686,0.9412,,,6166.0,1.397,1.271,0.09,4.23
TIC 245076932 b,21.61389,0.157,10.87271128,162.09248757,0.428,,845.0,6130.0,1.288,1.117,0.02,4.267
TIC 257060897 b,3.66003639,0.04922,17.26183028,201.50321004,0.039,,1775.0,5993.0,1.863,1.187,0.054,3.972
TIC 279401253 b,76.8,0.369,11.2089807,1951.46641898,0.448,,,5951.0,1.06,1.13,0.2,4.438
TIC 365102760 b,4.21285367,0.0622,6.21,19.2,0.406,,,4900.0,3.13,1.17,0.09,3.52
TIC 393818343 b,16.24921,0.1291,12.18416202,1379.37528638,0.6058,2.28,805.5,5756.0,1.086,1.082,0.318,4.402
TIC 434398831 b,3.685504,0.04641,3.51,,0.04,,1250.0,5638.0,0.909,0.992,-0.081,4.42
TIC 434398831 c,6.210291,0.06572,5.63,,0.013,,1050.0,5638.0,0.909,0.992,-0.081,4.42
TIC 46432937 b,1.44044527,0.02065,13.31626907,1017.0509024,0.009,,872.0,3572.0,0.5299,0.563,0.323,4.74
TIC 4672985 b,69.048,0.33,11.5004142,4049.13390518,0.018,,517.2,5757.0,1.15,1.01,0.14,4.32
TIC 52059926 b,175.532,0.553,10.71,5380.0,0.51,,229.6,4505.0,0.72,0.73,-0.08,4.62
TIC 87422071 b,11.364929,0.106,10.8615023,409.99864503,0.124,,1110.0,6150.0,1.489,1.239,0.16,4.183
TIC 88785435 b,10.508843,0.08432,5.03,,0.131,,635.0,3998.0,0.911,0.724,-0.08,4.19
TIC 9344899 b,8.5821566,0.0815,9.16,6170.0,0.029,,923.0,5800.0,1.06,0.98,0.07,4.39
TOI-1011 b,2.470498,,1.45,4.04,0.0,,,5475.0,0.92,0.91,0.03,4.5
TOI-1052 b,9.139703,0.09103,2.87,16.9,0.18,246.0,1135.0,6146.0,1.264,1.204,0.14,4.3
TOI-1062 b,4.11296,0.052,2.265,10.15,0.177,232.0,1077.0,5328.0,0.84,0.94,0.14,4.55
TOI-1064 b,6.443868,0.06152,2.587,13.5,0.047,62.9,784.0,4734.0,0.726,0.748,0.05,4.6
TOI-1064 c,12.226574,0.09429,2.651,2.5,0.088,26.8,634.0,4734.0,0.726,0.748,0.05,4.6
TOI-1075 b,0.6047328,0.01159,1.791,9.95,0.0,509.2,1323.0,3875.0,0.581,0.604,-0.08,
TOI-1080 b,3.9652482,0.0272,1.2,10.7,,4.35,368.0,3065.0,0.2019,0.1667,-0.09,5.049
TOI-1107 b,4.0782387,0.0561,14.57167491,1064.72516345,0.025,532.0,1728.0,6311.0,1.81,1.35,-0.1,4.05
TOI-1117 b,2.22816,0.033,2.46,8.9,0.0,928.0,1538.0,5635.0,1.05,0.97,0.136,4.41
TOI-1130 b,4.074554,0.0453,3.66,19.8,0.052162,,825.0,4360.0,0.697,0.745,0.11,4.55
TOI-1130 c,8.3501898,0.0731,13.0,336.0,0.0398,,650.0,4360.0,0.697,0.745,0.11,4.55
TOI-1135 b,8.0277327,0.0815,9.91994792,58.79825529,0.062,310.0,1171.0,6320.0,1.202,1.119,-0.039,4.328
TOI-1136 b,4.1727,0.05106,,3.5,0.027,,1216.0,5770.0,0.968,1.022,0.07,4.47
TOI-1136 c,6.2574,0.0669,,6.32,0.11,,1062.0,5770.0,0.968,1.022,0.07,4.47
TOI-1136 d,12.5199,0.1062,,8.35,0.042,,843.0,5770.0,0.968,1.022,0.07,4.47
TOI-1136 e,18.801,,,6.07,0.0425,,737.0,5770.0,0.968,1.022,0.07,4.47
TOI-1136 f,26.321,0.174,,9.7,0.001,,658.0,5770.0,0.968,1.022,0.07,4.47
TOI-1136 g,39.545,0.229,,5.6,0.04,,574.0,5770.0,0.968,1.022,0.07,4.47
TOI-1173 b,7.06466,0.0696,9.19,27.4,0.023,132.0,868.0,5350.0,0.934,0.911,0.139,4.45
TOI-1181 b,2.103189,,17.02644168,374.71969185,0.011,,,6054.0,1.961,1.467,0.38,4.02
TOI-1194 b,2.3106446,0.034,8.71664516,120.0,0.0,,1264.29,5394.0,0.9608,0.9835,0.348,4.463
TOI-1199 b,3.671463,0.04988,10.5140239,75.96098927,0.03,,1486.0,5710.0,1.45,1.23,0.44,4.19
TOI-1201 b,2.4919863,0.0287,2.415,6.28,0.0,40.6,703.0,3476.0,0.508,0.512,0.05,4.8
TOI-1203.01,25.502672,0.1632,2.918,7.39,0.032,51.0,743.6,5737.0,1.179,0.886,-0.39,4.34
TOI-122 b,5.07803,0.0392,2.72,,0.0,8.8,471.0,3403.0,0.334,0.312,,4.88
TOI-1221 b,91.68278,0.387,2.91,1112.3994245,0.21,6.06,440.0,5592.0,1.031,0.93,0.06,4.38
TOI-1231 b,24.245586,0.1288,3.65,15.4,0.087,1.93,329.6,3553.0,0.476,0.485,0.041,4.767
TOI-1232 b,14.256,0.117,10.92875618,220.57291446,0.065,,,5823.0,1.072,1.058,0.18,4.403
TOI-1232 c,30.356,0.194,,58.48042689,0.027,,,5823.0,1.072,1.058,0.18,4.403
TOI-1233.01,14.175685,0.1074,2.539,,0.055,,,5660.0,0.877,0.869,-0.28,4.49
TOI-1235 b,3.444714,,1.69,6.69,0.049,,,3997.0,0.619,0.63,0.33,4.64
TOI-1238 b,0.764597,0.0139,1.21,3.76,0.25,442.0,1133.0,4089.0,0.58,0.59,0.31,4.63
TOI-1238 c,3.294736,0.037,2.11,8.32,0.15,63.0,695.0,4089.0,0.58,0.59,0.31,4.63
TOI-1243 b,4.6594779,,2.33,7.7,,,450.0,3515.0,0.511,0.515,-0.2,4.73
TOI-1246 b,4.30744,0.049,3.01,8.1,,196.0,955.0,5151.0,0.86,0.87,0.17,4.4
TOI-1246 c,5.904137,0.061,2.45109846,9.1,0.0,,862.49,5213.0,0.8649,0.8889,0.168,4.51
TOI-1246 d,18.654874,0.132,3.43139739,5.4,0.0,,587.77,5213.0,0.8649,0.8889,0.168,4.51
TOI-1246 e,37.92548,0.212,3.5141875,14.5,0.0,,463.98,5213.0,0.8649,0.8889,0.168,4.51
TOI-1248 b,4.3601561,0.051,6.8084859,27.4,0.0,,952.09,5205.0,0.8686,0.9042,0.223,4.515
TOI-1249 b,13.079151,0.109,3.2710301,11.9,0.0,,726.89,5497.0,0.9785,1.0062,0.297,4.457
TOI-125 b,4.65382,0.05186,2.726,9.5,0.194,185.0,1037.0,5320.0,0.848,0.859,-0.02,4.516
TOI-125 c,9.15059,0.0814,2.759,6.63,0.066,77.59,827.8,5320.0,0.848,0.859,-0.02,4.516
TOI-125 d,19.98,0.137,2.93,13.6,0.168,26.7,638.1,5320.0,0.848,0.859,-0.02,4.516
TOI-1260 b,3.127463,0.0367,2.41,8.56,0.0,95.58,871.0,4227.0,0.672,0.679,-0.1,4.57
TOI-1260 c,7.493134,0.0657,2.76,13.2,0.0,29.81,651.0,4227.0,0.672,0.679,-0.1,4.57
TOI-1260 d,16.608164,0.1116,3.12,11.84,0.0,10.32,499.0,4227.0,0.672,0.679,-0.1,4.57
