pl_name,disc_year,elegible_por_año,variables_presentes,variables_ausentes,cumple_completitud,retenido,columnas_ausentes,motivo_exclusion
pi Men c,2018,True,8,4,True,True,"pl_orbsmax,pl_bmasse,pl_insol,pl_eqt",retenido
LHS 3844 b,2019,True,12,0,True,True,,retenido
HD 202772 A b,2019,True,12,0,True,True,,retenido
GJ 143 b,2019,True,11,1,True,True,pl_insol,retenido
HD 23472 b,2019,True,12,0,True,True,,retenido
HD 23472 c,2019,True,12,0,True,True,,retenido
HD 219666 b,2018,True,8,4,True,True,"pl_orbsmax,pl_insol,st_met,st_logg",retenido
HD 1397 b,2018,True,12,0,True,True,,retenido
TOI-172 b,2019,True,12,0,True,True,,retenido
HD 221416 b,2019,True,10,2,True,True,"pl_insol,pl_eqt",retenido
HD 21749 c,2019,True,10,2,True,True,"pl_orbeccen,pl_insol",retenido
TOI-216.02,2019,True,6,6,False,False,"pl_orbsmax,pl_insol,pl_eqt,st_teff,st_met,st_logg",menos_de_8_mediciones
TOI-216.01,2019,True,6,6,False,False,"pl_orbsmax,pl_insol,pl_eqt,st_teff,st_met,st_logg",menos_de_8_mediciones
HD 15337 b,2019,True,9,3,True,True,"pl_orbsmax,pl_insol,pl_eqt",retenido
HD 15337 c,2019,True,9,3,True,True,"pl_orbsmax,pl_insol,pl_eqt",retenido
L 98-59 b,2019,True,12,0,True,True,,retenido
L 98-59 c,2019,True,12,0,True,True,,retenido
L 98-59 d,2019,True,12,0,True,True,,retenido
HD 2685 b,2019,True,11,1,True,True,pl_insol,retenido
TOI-150.01,2019,True,11,1,True,True,pl_insol,retenido
DS Tuc A b,2019,True,8,4,True,True,"pl_orbsmax,pl_bmasse,pl_insol,st_logg",retenido
HR 858 b,2019,True,11,1,True,True,pl_insol,retenido
HR 858 c,2019,True,11,1,True,True,pl_insol,retenido
HR 858 d,2019,True,11,1,True,True,pl_insol,retenido
TOI-270 b,2019,True,9,3,True,True,"pl_orbsmax,pl_insol,st_met",retenido
TOI-270 c,2019,True,9,3,True,True,"pl_orbsmax,pl_insol,st_met",retenido
TOI-270 d,2019,True,9,3,True,True,"pl_orbsmax,pl_insol,st_met",retenido
GJ 357 b,2019,True,9,3,True,True,"pl_bmasse,pl_orbeccen,pl_insol",retenido
LTT 1445 A b,2019,True,8,4,True,True,"pl_orbeccen,st_teff,st_met,st_logg",retenido
LP 791-18 b,2019,True,10,2,True,True,"pl_bmasse,pl_orbeccen",retenido
LP 791-18 c,2019,True,10,2,True,True,"pl_insol,pl_eqt",retenido
TOI-163 b,2019,True,11,1,True,True,pl_insol,retenido
TOI-125 b,2019,True,12,0,True,True,,retenido
TOI-125 c,2019,True,12,0,True,True,,retenido
HD 213885 b,2019,True,11,1,True,True,pl_insol,retenido
WASP-126 c,2019,True,6,6,False,False,"pl_orbsmax,pl_rade,pl_insol,pl_eqt,st_met,st_logg",menos_de_8_mediciones
TOI-813 b,2020,True,11,1,True,True,pl_bmasse,retenido
GJ 1252 b,2020,True,8,4,True,True,"pl_orbsmax,pl_insol,pl_eqt,st_logg",retenido
L 168-9 b,2020,True,11,1,True,True,pl_insol,retenido
TOI-125 d,2020,True,12,0,True,True,,retenido
TOI-132 b,2020,True,12,0,True,True,,retenido
LHS 1815 b,2020,True,9,3,True,True,"pl_orbsmax,pl_insol,pl_eqt",retenido
TOI-1130 b,2020,True,11,1,True,True,pl_insol,retenido
TOI-1130 c,2020,True,11,1,True,True,pl_insol,retenido
TOI-677 b,2020,True,10,2,True,True,"pl_insol,pl_eqt",retenido
HD 332231 b,2020,True,11,1,True,True,pl_insol,retenido
LTT 3780 b,2020,True,12,0,True,True,,retenido
LTT 3780 c,2020,True,12,0,True,True,,retenido
TOI-1235 b,2020,True,9,3,True,True,"pl_orbsmax,pl_insol,pl_eqt",retenido
TOI-1338 b,2020,True,6,6,False,False,"pl_orbsmax,pl_insol,pl_eqt,st_teff,st_met,st_logg",menos_de_8_mediciones
AU Mic b,2020,True,11,1,True,True,pl_insol,retenido
TOI-1728 b,2020,True,12,0,True,True,,retenido
NGTS-11 b,2020,True,11,1,True,True,pl_insol,retenido
TOI-849 b,2020,True,8,4,True,True,"pl_insol,pl_eqt,st_met,st_logg",retenido
HD 191939 b,2020,True,12,0,True,True,,retenido
HD 191939 c,2020,True,12,0,True,True,,retenido
HD 191939 d,2020,True,12,0,True,True,,retenido
TOI-700 b,2020,True,10,2,True,True,"pl_bmasse,pl_eqt",retenido
TOI-700 c,2020,True,10,2,True,True,"pl_bmasse,pl_eqt",retenido
TOI-700 d,2020,True,10,2,True,True,"pl_bmasse,pl_eqt",retenido
HIP 67522 b,2020,True,8,4,True,True,"pl_bmasse,pl_insol,st_met,st_logg",retenido
TOI-1899 b,2020,True,12,0,True,True,,retenido
HIP 65 A b,2020,True,12,0,True,True,,retenido
TOI-157 b,2020,True,12,0,True,True,,retenido
TOI-169 b,2020,True,12,0,True,True,,retenido
HD 86226 c,2020,True,11,1,True,True,pl_insol,retenido
WD 1856+534 b,2020,True,11,1,True,True,st_met,retenido
LTT 9779 b,2020,True,11,1,True,True,pl_insol,retenido
HD 63433 b,2020,True,9,3,True,True,"pl_orbsmax,pl_orbeccen,pl_insol",retenido
HD 63433 c,2020,True,9,3,True,True,"pl_orbsmax,pl_orbeccen,pl_insol",retenido
TOI-763 b,2020,True,11,1,True,True,pl_insol,retenido
TOI-763 c,2020,True,11,1,True,True,pl_insol,retenido
TOI-824 b,2020,True,11,1,True,True,pl_orbeccen,retenido
TOI-540 b,2020,True,9,3,True,True,"pl_bmasse,st_met,st_logg",retenido
TOI-1266 b,2020,True,11,1,True,True,pl_insol,retenido
TOI-1266 c,2020,True,11,1,True,True,pl_insol,retenido
TOI-421 b,2020,True,11,1,True,True,pl_insol,retenido
TOI-421 c,2020,True,11,1,True,True,pl_insol,retenido
GJ 3473 b,2020,True,12,0,True,True,,retenido
TOI-837 b,2020,True,11,1,True,True,pl_orbeccen,retenido
TOI-954 b,2020,True,12,0,True,True,,retenido
TOI-481 b,2020,True,11,1,True,True,pl_insol,retenido
TOI-892 b,2020,True,11,1,True,True,pl_insol,retenido
TIC 237913194 b,2020,True,11,1,True,True,pl_insol,retenido
TOI-122 b,2020,True,10,2,True,True,"pl_bmasse,st_met",retenido
TOI-237 b,2020,True,10,2,True,True,"pl_bmasse,st_met",retenido
LP 714-47 b,2020,True,11,1,True,True,pl_insol,retenido
TOI-942 b,2020,True,6,6,False,False,"pl_bmasse,pl_insol,pl_eqt,st_teff,st_met,st_logg",menos_de_8_mediciones
TOI-942 c,2020,True,6,6,False,False,"pl_bmasse,pl_insol,pl_eqt,st_teff,st_met,st_logg",menos_de_8_mediciones
TOI-251 b,2021,True,10,2,True,True,"pl_insol,pl_eqt",retenido
TOI-776 b,2020,True,11,1,True,True,pl_insol,retenido
TOI-776 c,2020,True,11,1,True,True,pl_insol,retenido
TOI-561 b,2020,True,9,3,True,True,"st_teff,st_met,st_logg",retenido
TOI-561 c,2020,True,9,3,True,True,"st_teff,st_met,st_logg",retenido
TOI-561 d,2020,True,9,3,True,True,"st_teff,st_met,st_logg",retenido
TOI-561 e,2020,True,9,3,True,True,"st_teff,st_met,st_logg",retenido
HD 108236 b,2020,True,9,3,True,True,"pl_bmasse,pl_insol,pl_eqt",retenido
HD 108236 c,2020,True,9,3,True,True,"pl_bmasse,pl_insol,pl_eqt",retenido
TOI-1233.01,2021,True,9,3,True,True,"pl_bmasse,pl_insol,pl_eqt",retenido
HD 108236 e,2020,True,9,3,True,True,"pl_bmasse,pl_insol,pl_eqt",retenido
TOI-564 b,2020,True,12,0,True,True,,retenido
TOI-905 b,2020,True,12,0,True,True,,retenido
TOI-451 b,2020,True,12,0,True,True,,retenido
TOI-451 c,2020,True,12,0,True,True,,retenido
TOI-451 d,2020,True,12,0,True,True,,retenido
HD 110113 b,2021,True,12,0,True,True,,retenido
TOI-178 b,2021,True,8,4,True,True,"pl_orbsmax,pl_orbeccen,pl_insol,pl_eqt",retenido
TOI-178 c,2021,True,9,3,True,True,"pl_orbsmax,pl_insol,pl_eqt",retenido
TOI-178 d,2021,True,9,3,True,True,"pl_orbsmax,pl_insol,pl_eqt",retenido
TOI-178 e,2021,True,9,3,True,True,"pl_orbsmax,pl_insol,pl_eqt",retenido
TOI-178 g,2021,True,9,3,True,True,"pl_orbsmax,pl_insol,pl_eqt",retenido
HD 183579 b,2021,True,11,1,True,True,pl_insol,retenido
HD 110082 b,2021,True,9,3,True,True,"pl_bmasse,pl_insol,pl_eqt",retenido
TOI-628 b,2021,True,11,1,True,True,pl_insol,retenido
TOI-640 b,2021,True,10,2,True,True,"pl_orbsmax,pl_insol",retenido
TOI-1333 b,2021,True,11,1,True,True,pl_insol,retenido
TOI-1478 b,2021,True,5,7,False,False,"pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_met,st_logg",menos_de_8_mediciones
TOI-1601 b,2021,True,11,1,True,True,pl_insol,retenido
TOI-201 b,2021,True,8,4,True,True,"pl_insol,pl_eqt,st_met,st_logg",retenido
TOI-519 b,2021,True,11,1,True,True,pl_insol,retenido
LHS 1478 b,2021,True,10,2,True,True,"pl_orbeccen,pl_insol",retenido
TOI-257 b,2021,True,12,0,True,True,,retenido
HD 5278 b,2021,True,12,0,True,True,,retenido
TOI-269 b,2021,True,12,0,True,True,,retenido
TOI-220 b,2021,True,11,1,True,True,pl_insol,retenido
TOI-1444 b,2021,True,11,1,True,True,pl_insol,retenido
TOI-1231 b,2021,True,12,0,True,True,,retenido
HD 152843 b,2021,True,11,1,True,True,pl_eqt,retenido
HD 152843 c,2021,True,11,1,True,True,pl_eqt,retenido
TOI-674 b,2021,True,12,0,True,True,,retenido
TOI-1685 b,2021,True,11,1,True,True,pl_orbeccen,retenido
TOI-1260 b,2021,True,12,0,True,True,,retenido
TOI-1260 c,2021,True,12,0,True,True,,retenido
TOI-1634 b,2021,True,11,1,True,True,pl_insol,retenido
TOI-1259 A b,2021,True,7,5,False,False,"pl_insol,pl_eqt,st_teff,st_met,st_logg",menos_de_8_mediciones
TOI-1807 b,2021,True,11,1,True,True,pl_insol,retenido
TOI-2076 b,2021,True,8,4,True,True,"pl_insol,st_teff,st_met,st_logg",retenido
TOI-2076 c,2021,True,8,4,True,True,"pl_insol,st_teff,st_met,st_logg",retenido
TOI-2076 d,2021,True,8,4,True,True,"pl_insol,st_teff,st_met,st_logg",retenido
TOI-1749 b,2021,True,11,1,True,True,pl_insol,retenido
TOI-1749 c,2021,True,11,1,True,True,pl_insol,retenido
TOI-1749 d,2021,True,11,1,True,True,pl_insol,retenido
TOI-1062 b,2021,True,12,0,True,True,,retenido
TOI-1278 b,2021,True,10,2,True,True,"pl_insol,pl_eqt",retenido
AU Mic c,2021,True,11,1,True,True,pl_insol,retenido
TOI-2406 b,2021,True,12,0,True,True,,retenido
TOI-532 b,2021,True,12,0,True,True,,retenido
TOI-431 b,2021,True,11,1,True,True,pl_insol,retenido
TOI-431 d,2021,True,11,1,True,True,pl_insol,retenido
TOI-2202 b,2021,True,9,3,True,True,"pl_orbsmax,pl_insol,pl_eqt",retenido
TIC 172900988 b,2021,True,10,2,True,True,"pl_insol,pl_eqt",retenido
TOI-1201 b,2021,True,12,0,True,True,,retenido
TOI-558 b,2021,True,11,1,True,True,pl_insol,retenido
TOI-559 b,2021,True,11,1,True,True,pl_insol,retenido
TIC 257060897 b,2021,True,11,1,True,True,pl_insol,retenido
TOI-1431 b,2021,True,12,0,True,True,,retenido
TOI-530 b,2021,True,11,1,True,True,pl_insol,retenido
TOI-1789 b,2021,True,11,1,True,True,pl_orbeccen,retenido
TOI-1296 b,2021,True,11,1,True,True,pl_insol,retenido
TOI-1298 b,2021,True,11,1,True,True,pl_insol,retenido
HD 63935 b,2021,True,11,1,True,True,pl_insol,retenido
TOI-3362 b,2021,True,10,2,True,True,"pl_insol,pl_eqt",retenido
TOI-2285 b,2021,True,8,4,True,True,"pl_orbsmax,pl_bmasse,pl_orbeccen,st_logg",retenido
LHS 1678 b,2021,True,8,4,True,True,"pl_bmasse,pl_eqt,st_met,st_logg",retenido
LHS 1678 c,2021,True,8,4,True,True,"pl_bmasse,pl_eqt,st_met,st_logg",retenido
HIP 97166 b,2021,True,11,1,True,True,pl_insol,retenido
TOI-2257 b,2021,True,10,2,True,True,"pl_bmasse,pl_insol",retenido
HD 207897 b,2021,True,11,1,True,True,pl_insol,retenido
GJ 367 b,2021,True,8,4,True,True,"pl_orbsmax,pl_insol,st_met,st_logg",retenido
TOI-2109 b,2021,True,10,2,True,True,"pl_orbeccen,pl_insol",retenido
TOI-1842 b,2021,True,11,1,True,True,pl_insol,retenido
TOI-2180 b,2022,True,12,0,True,True,,retenido
LTT 1445 A c,2022,True,11,1,True,True,st_logg,retenido
TOI-1064 b,2022,True,12,0,True,True,,retenido
TOI-1064 c,2022,True,12,0,True,True,,retenido
TOI-2184 b,2022,True,10,2,True,True,"pl_orbsmax,pl_eqt",retenido
TOI-1268 b,2022,True,11,1,True,True,pl_insol,retenido
TOI-2337 b,2022,True,9,3,True,True,"pl_orbsmax,pl_insol,pl_eqt",retenido
TOI-4329 b,2022,True,9,3,True,True,"pl_orbsmax,pl_insol,pl_eqt",retenido
TOI-2669 b,2022,True,9,3,True,True,"pl_orbsmax,pl_insol,pl_eqt",retenido
TOI-206 b,2022,True,8,4,True,True,"pl_bmasse,pl_orbeccen,pl_insol,st_met",retenido
TOI-500 b,2022,True,12,0,True,True,,retenido
TOI-544 b,2022,True,11,1,True,True,pl_insol,retenido
TOI-833 b,2022,True,8,4,True,True,"pl_bmasse,pl_orbeccen,pl_insol,st_met",retenido
TOI-1075 b,2022,True,11,1,True,True,st_logg,retenido
TOI-1411 b,2022,True,11,1,True,True,pl_insol,retenido
TOI-1442 b,2022,True,8,4,True,True,"pl_bmasse,pl_orbeccen,pl_insol,st_met",retenido
TOI-1693 b,2022,True,8,4,True,True,"pl_bmasse,pl_orbeccen,pl_insol,st_met",retenido
TOI-1860 b,2022,True,9,3,True,True,"pl_bmasse,pl_orbeccen,pl_insol",retenido
TOI-2260 b,2022,True,9,3,True,True,"pl_bmasse,pl_orbeccen,pl_insol",retenido
TOI-2411 b,2022,True,8,4,True,True,"pl_bmasse,pl_orbeccen,pl_insol,st_met",retenido
TOI-2427 b,2022,True,8,4,True,True,"pl_bmasse,pl_orbeccen,pl_insol,st_met",retenido
TOI-2445 b,2022,True,8,4,True,True,"pl_bmasse,pl_orbeccen,pl_insol,st_met",retenido
GJ 3929 b,2022,True,12,0,True,True,,retenido
TOI-1759 b,2022,True,12,0,True,True,,retenido
HD 73583 b,2022,True,12,0,True,True,,retenido
HD 73583 c,2022,True,12,0,True,True,,retenido
TOI-1670 b,2022,True,11,1,True,True,pl_insol,retenido
TOI-1670 c,2022,True,11,1,True,True,pl_insol,retenido
TOI-1227 b,2022,True,7,5,False,False,"pl_bmasse,pl_orbeccen,pl_eqt,st_met,st_logg",menos_de_8_mediciones
TOI-620 b,2022,True,11,1,True,True,pl_bmasse,retenido
TOI-1246 b,2022,True,11,1,True,True,pl_orbeccen,retenido
TOI-1246 c,2022,True,11,1,True,True,pl_insol,retenido
TOI-1246 d,2022,True,11,1,True,True,pl_insol,retenido
TOI-1246 e,2022,True,11,1,True,True,pl_insol,retenido
TOI-1696 b,2022,True,10,2,True,True,"pl_orbeccen,pl_insol",retenido
TOI-2136 b,2022,True,12,0,True,True,,retenido
HIP 94235 b,2022,True,11,1,True,True,pl_insol,retenido
TOI-1710 b,2022,True,6,6,False,False,"pl_insol,pl_eqt,st_teff,st_mass,st_met,st_logg",menos_de_8_mediciones
TOI-1181 b,2022,True,9,3,True,True,"pl_orbsmax,pl_insol,pl_eqt",retenido
TOI-1516 b,2022,True,8,4,True,True,"pl_orbsmax,pl_orbeccen,pl_insol,pl_eqt",retenido
TOI-2046 b,2022,True,8,4,True,True,"pl_orbsmax,pl_orbeccen,pl_insol,pl_eqt",retenido
WASP-132 c,2022,True,12,0,True,True,,retenido
TOI-1107 b,2022,True,12,0,True,True,,retenido
HD 28109 b,2022,True,10,2,True,True,"pl_orbsmax,pl_insol",retenido
HD 28109 c,2022,True,10,2,True,True,"pl_orbsmax,pl_insol",retenido
HD 28109 d,2022,True,10,2,True,True,"pl_orbsmax,pl_insol",retenido
HD 260655 b,2022,True,12,0,True,True,,retenido
HD 260655 c,2022,True,12,0,True,True,,retenido
TOI-3714 b,2022,True,12,0,True,True,,retenido
TOI-3629 b,2022,True,12,0,True,True,,retenido
TOI-4479 b,2022,True,10,2,True,True,"pl_bmasse,pl_orbeccen",retenido
TOI-2081 b,2022,True,10,2,True,True,"pl_bmasse,pl_orbeccen",retenido
TOI-1272 b,2022,True,11,1,True,True,pl_insol,retenido
TOI-5153 b,2022,True,11,1,True,True,pl_insol,retenido
NGTS-20 b,2022,True,11,1,True,True,pl_insol,retenido
TOI-1422 b,2022,True,6,6,False,False,"pl_insol,st_teff,st_rad,st_mass,st_met,st_logg",menos_de_8_mediciones
HD 93963 A b,2022,True,11,1,True,True,pl_insol,retenido
HD 93963 A c,2022,True,11,1,True,True,pl_insol,retenido
TOI-128.01,2024,True,9,3,True,True,"pl_bmasse,pl_orbeccen,st_met",retenido
TOI-139 b,2023,True,8,4,True,True,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol",retenido
TOI-159 b,2026,False,11,1,True,False,pl_insol,fuera_corte_temporal_2026
GJ 3090 b,2022,True,11,1,True,True,st_logg,retenido
HD 18599 b,2022,True,10,2,True,True,"pl_insol,pl_eqt",retenido
TOI-181 b,2023,True,12,0,True,True,,retenido
TOI-199 b,2023,True,10,2,True,True,"pl_insol,pl_eqt",retenido
TOI-205 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TOI-209 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TOI-238 b,2024,True,11,1,True,True,pl_orbeccen,retenido
TOI-244 b,2023,True,11,1,True,True,pl_orbeccen,retenido
TOI-261.01,2021,True,9,3,True,True,"pl_bmasse,pl_orbeccen,st_met",retenido
TOI-261.02,2021,True,7,5,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,st_mass,st_met",menos_de_8_mediciones
TOI-262 b,2023,True,9,3,True,True,"pl_bmasse,pl_orbeccen,pl_insol",retenido
HIP 8152 b,2023,True,11,1,True,True,pl_insol,retenido
HIP 8152 c,2023,True,11,1,True,True,pl_insol,retenido
TOI-277 b,2022,True,8,4,True,True,"pl_bmasse,pl_orbeccen,pl_insol,pl_eqt",retenido
TOI-283 b,2025,True,12,0,True,True,,retenido
TOI-286 b,2024,True,11,1,True,True,pl_insol,retenido
TOI-286 c,2024,True,11,1,True,True,pl_insol,retenido
TOI-329 b,2024,True,11,1,True,True,pl_insol,retenido
TOI-332 b,2023,True,11,1,True,True,pl_insol,retenido
TOI-333 b,2025,True,11,1,True,True,pl_insol,retenido
TOI-375 b,2026,False,12,0,True,False,,fuera_corte_temporal_2026
TOI-406.01,2024,True,12,0,True,True,,retenido
TOI-406 c,2024,True,12,0,True,True,,retenido
TOI-411 c,2022,True,11,1,True,True,pl_orbeccen,retenido
TOI-411 b,2022,True,11,1,True,True,pl_orbeccen,retenido
TOI-444 b,2023,True,9,3,True,True,"pl_bmasse,pl_orbeccen,pl_insol",retenido
HD 15906 b,2023,True,11,1,True,True,pl_bmasse,retenido
