pl_name,disc_year,elegible_por_año,variables_presentes,variables_ausentes,cumple_completitud,retenido,columnas_ausentes,motivo_exclusion
TOI-5614 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TOI-5616 b,2024,True,12,0,True,True,,retenido
TOI-5624 d,2026,False,11,1,True,False,pl_insol,fuera_corte_temporal_2026
TOI-5630 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TOI-5634 A b,2024,True,12,0,True,True,,retenido
TOI-5678 b,2023,True,11,1,True,True,pl_insol,retenido
TOI-5688 A b,2024,True,12,0,True,True,,retenido
HD 23472 f,2022,True,12,0,True,True,,retenido
HD 23472 d,2022,True,12,0,True,True,,retenido
HD 23472 e,2022,True,12,0,True,True,,retenido
TOI-201 d,2026,False,8,4,True,False,"pl_insol,pl_eqt,st_met,st_logg",fuera_corte_temporal_2026
LHS 1678 d,2024,True,8,4,True,True,"pl_bmasse,pl_eqt,st_met,st_logg",retenido
TOI-1260 d,2022,True,12,0,True,True,,retenido
TOI-5704 b,2023,True,8,4,True,True,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol",retenido
TOI-5713 b,2024,True,11,1,True,True,pl_bmasse,retenido
TOI-5716 b,2025,True,7,5,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,st_logg",menos_de_8_mediciones
TOI-5720 b,2024,True,11,1,True,True,pl_orbeccen,retenido
TOI-5726.01,2024,True,7,5,False,False,"pl_bmasse,pl_orbeccen,pl_eqt,st_met,st_logg",menos_de_8_mediciones
TOI-5728 b,2025,True,7,5,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,st_logg",menos_de_8_mediciones
TOI-5734 b,2026,False,10,2,True,False,"pl_orbeccen,pl_insol",fuera_corte_temporal_2026
TOI-5736 b,2025,True,6,6,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,st_met,st_logg",menos_de_8_mediciones
Wolf 327 b,2024,True,12,0,True,True,,retenido
TOI-5777 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TOI-5786 b,2025,True,10,2,True,True,"pl_orbeccen,pl_insol",retenido
TOI-5788 c,2026,False,12,0,True,False,,fuera_corte_temporal_2026
TOI-5788 b,2026,False,12,0,True,False,,fuera_corte_temporal_2026
TOI-5795 b,2025,True,11,1,True,True,pl_insol,retenido
TOI-5799 b,2024,True,9,3,True,True,"pl_bmasse,pl_orbeccen,pl_insol",retenido
TOI-5800 b,2025,True,11,1,True,True,pl_insol,retenido
TOI-5803 b,2023,True,7,5,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,st_met",menos_de_8_mediciones
TOI-5817 b,2025,True,11,1,True,True,pl_insol,retenido
TOI-5882 b,2025,True,11,1,True,True,pl_insol,retenido
TOI-5916 b,2026,False,12,0,True,False,,fuera_corte_temporal_2026
TOI-5926 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TOI-5938 b,2026,False,9,3,True,False,"pl_bmasse,pl_orbeccen,pl_insol",fuera_corte_temporal_2026
TOI-1136 b,2022,True,10,2,True,True,"pl_rade,pl_insol",retenido
TOI-1136 g,2022,True,10,2,True,True,"pl_rade,pl_insol",retenido
TOI-6000 b,2025,True,7,5,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,st_met",menos_de_8_mediciones
TOI-6002 b,2024,True,11,1,True,True,pl_bmasse,retenido
TOI-6008 b,2024,True,11,1,True,True,pl_orbeccen,retenido
TOI-6016 b,2024,True,12,0,True,True,,retenido
TOI-6019 b,2026,False,11,1,True,False,pl_insol,fuera_corte_temporal_2026
TOI-6029 b,2024,True,9,3,True,True,"pl_orbsmax,pl_insol,pl_eqt",retenido
TOI-6034 b,2024,True,12,0,True,True,,retenido
TOI-6038 A b,2025,True,11,1,True,True,pl_orbeccen,retenido
TOI-6041 b,2025,True,11,1,True,True,pl_orbeccen,retenido
TOI-6054.01,2024,True,12,0,True,True,,retenido
TOI-6054.02,2024,True,12,0,True,True,,retenido
TOI-6080 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 279401253 b,2023,True,10,2,True,True,"pl_insol,pl_eqt",retenido
TOI-4156 c,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TOI-6086 b,2024,True,10,2,True,True,"pl_bmasse,pl_orbeccen",retenido
TOI-1533 c,2026,False,10,2,True,False,"pl_insol,pl_eqt",fuera_corte_temporal_2026
WASP-84 c,2023,True,7,5,False,False,"pl_orbeccen,pl_insol,st_teff,st_met,st_logg",menos_de_8_mediciones
TOI-6109 c,2025,True,7,5,False,False,"pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_met",menos_de_8_mediciones
TOI-6130 b,2024,True,12,0,True,True,,retenido
TOI-6223 b,2025,True,9,3,True,True,"pl_bmasse,pl_orbeccen,pl_insol",retenido
Gliese 12 b,2024,True,9,3,True,True,"pl_orbsmax,pl_insol,pl_eqt",retenido
TOI-6255 b,2024,True,9,3,True,True,"pl_orbsmax,pl_insol,pl_eqt",retenido
TOI-815 c,2024,True,12,0,True,True,,retenido
HD 101581 c,2025,True,10,2,True,True,"pl_bmasse,pl_orbeccen",retenido
HD 101581 b,2025,True,10,2,True,True,"pl_bmasse,pl_orbeccen",retenido
TOI-6281 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TOI-6303 b,2025,True,12,0,True,True,,retenido
TOI-6324 b,2025,True,10,2,True,True,"pl_orbsmax,pl_insol",retenido
TOI-6330 b,2025,True,12,0,True,True,,retenido
TOI-6383 A b,2024,True,11,1,True,True,st_met,retenido
TOI-6393 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TOI-6420 b,2025,True,11,1,True,True,pl_insol,retenido
NGTS-33 b,2024,True,12,0,True,True,,retenido
TOI-6448 b,2025,True,8,4,True,True,"pl_bmasse,pl_insol,st_met,st_logg",retenido
HD 207496 b,2023,True,12,0,True,True,,retenido
HD 15906 c,2023,True,11,1,True,True,pl_bmasse,retenido
TOI-2018 b,2023,True,9,3,True,True,"pl_orbsmax,pl_insol,pl_eqt",retenido
TOI-6478 b,2025,True,9,3,True,True,"pl_bmasse,pl_orbeccen,pl_insol",retenido
HD 22946 d,2023,True,11,1,True,True,pl_orbeccen,retenido
TOI-1470 c,2023,True,12,0,True,True,,retenido
TOI-6109 b,2025,True,7,5,False,False,"pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_met",menos_de_8_mediciones
TOI-6564 b,2026,False,11,1,True,False,pl_insol,fuera_corte_temporal_2026
TOI-4600 c,2023,True,11,1,True,True,pl_insol,retenido
TOI-6628 b,2025,True,11,1,True,True,pl_insol,retenido
TOI-198 b,2023,True,12,0,True,True,,retenido
HIP 113103 b,2023,True,10,2,True,True,"pl_bmasse,pl_insol",retenido
HIP 113103 c,2023,True,10,2,True,True,"pl_bmasse,pl_insol",retenido
TOI-6651 b,2024,True,12,0,True,True,,retenido
NGTS-35 b,2025,True,11,1,True,True,pl_insol,retenido
TOI-6677 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TOI-6692 b,2026,False,11,1,True,False,pl_insol,fuera_corte_temporal_2026
TOI-6695 b,2025,True,11,1,True,True,pl_insol,retenido
TOI-6699 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TOI-6707 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TOI-6716 b,2026,False,11,1,True,False,pl_bmasse,fuera_corte_temporal_2026
TIC 87422071 b,2026,False,11,1,True,False,pl_insol,fuera_corte_temporal_2026
GJ 806 b,2023,True,11,1,True,True,pl_orbeccen,retenido
HD 63433 d,2023,True,10,2,True,True,"pl_bmasse,pl_insol",retenido
GJ 341 b,2025,True,10,2,True,True,"pl_orbsmax,pl_eqt",retenido
TIC 393818343 b,2024,True,12,0,True,True,,retenido
TOI-6884 b,2026,False,12,0,True,False,,fuera_corte_temporal_2026
TOI-6894 b,2025,True,12,0,True,True,,retenido
TOI-6954 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TOI-791 c,2026,False,12,0,True,False,,fuera_corte_temporal_2026
IRAS 04125+2902 b,2024,True,7,5,False,False,"pl_bmasse,pl_orbeccen,pl_insol,st_met,st_logg",menos_de_8_mediciones
TOI-5624 b,2026,False,11,1,True,False,pl_insol,fuera_corte_temporal_2026
TOI-5624 c,2026,False,11,1,True,False,pl_insol,fuera_corte_temporal_2026
TOI-5624 e,2026,False,11,1,True,False,pl_insol,fuera_corte_temporal_2026
TIC 139270665 b,2024,True,12,0,True,True,,retenido
TOI-1224 b,2024,True,7,5,False,False,"pl_bmasse,pl_orbeccen,pl_insol,st_met,st_logg",menos_de_8_mediciones
TOI-1224 c,2024,True,6,6,False,False,"pl_orbsmax,pl_bmasse,pl_insol,pl_eqt,st_met,st_logg",menos_de_8_mediciones
TOI-4527.01,2024,True,9,3,True,True,"pl_bmasse,pl_orbeccen,st_met",retenido
TOI-7008 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TOI-7009 b,2026,False,9,3,True,False,"pl_bmasse,pl_orbeccen,pl_insol",fuera_corte_temporal_2026
TIC 365102760 b,2024,True,10,2,True,True,"pl_insol,pl_eqt",retenido
TIC 241249530 b,2024,True,10,2,True,True,"pl_insol,pl_eqt",retenido
TIC 46432937 b,2024,True,11,1,True,True,pl_insol,retenido
TOI-1408 c,2024,True,10,2,True,True,"pl_insol,pl_eqt",retenido
GJ 238 b,2024,True,8,4,True,True,"pl_bmasse,pl_orbeccen,pl_insol,st_logg",retenido
TIC 4672985 b,2024,True,11,1,True,True,pl_insol,retenido
TOI-7041 b,2025,True,9,3,True,True,"pl_orbsmax,pl_insol,pl_eqt",retenido
HD 21520 b,2024,True,11,1,True,True,pl_insol,retenido
HIP 67522 c,2024,True,8,4,True,True,"pl_bmasse,pl_insol,st_met,st_logg",retenido
TOI-5489 c,2025,True,6,6,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,st_met,st_logg",menos_de_8_mediciones
TOI-7149 b,2025,True,12,0,True,True,,retenido
TOI-7155 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TOI-7166 b,2025,True,11,1,True,True,pl_bmasse,retenido
TOI-2443 b,2023,True,11,1,True,True,pl_insol,retenido
TOI-7333 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TOI-1266 d,2025,True,10,2,True,True,"pl_rade,pl_insol",retenido
BD+05 4868 A b,2025,True,9,3,True,True,"pl_rade,pl_orbeccen,pl_insol",retenido
TOI-7384 b,2026,False,11,1,True,False,pl_bmasse,fuera_corte_temporal_2026
TOI-2076 e,2025,True,8,4,True,True,"pl_insol,st_teff,st_met,st_logg",retenido
TIC 434398831 b,2025,True,10,2,True,True,"pl_bmasse,pl_insol",retenido
TIC 434398831 c,2025,True,10,2,True,True,"pl_bmasse,pl_insol",retenido
TIC 88785435 b,2025,True,10,2,True,True,"pl_bmasse,pl_insol",retenido
TOI-201 c,2025,True,8,4,True,True,"pl_insol,pl_eqt,st_met,st_logg",retenido
TOI-5799 c,2025,True,9,3,True,True,"pl_bmasse,pl_orbeccen,pl_insol",retenido
TOI-7510 b,2025,True,11,1,True,True,pl_insol,retenido
TOI-7510 c,2025,True,11,1,True,True,pl_insol,retenido
TOI-7510 d,2025,True,11,1,True,True,pl_insol,retenido
TIC 231949697 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
NGTS-34 b,2025,True,10,2,True,True,"pl_orbeccen,pl_insol",retenido
TIC 270471727 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TOI-5789 c,2026,False,11,1,True,False,pl_insol,fuera_corte_temporal_2026
TOI-2267 d,2025,True,6,6,False,False,"pl_bmasse,pl_orbeccen,st_teff,st_mass,st_met,st_logg",menos_de_8_mediciones
TOI-1232 c,2026,False,9,3,True,False,"pl_rade,pl_insol,pl_eqt",fuera_corte_temporal_2026
TIC 18942729 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 24750448 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 24750448 c,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 32032563 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 34085383 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 38825265 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 38828280 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 62895484 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 65612701 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 67686059 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 77319217 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 77552382 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 86380416 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 88692598 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 117642575 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 139702105 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 142589416 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 153919886 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 154870955 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 160113658 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 161045582 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 178172313 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 188624430 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 198190129 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 206466666 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 249022743 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 260969020 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 290487717 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 294329732 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 320419023 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 349520724 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 356227008 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 390586021 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 423703298 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 437041147 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 445839811 b,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TOI-1839 c,2026,False,5,7,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_mass,st_met",fuera_corte_temporal_2026
TIC 147027702 b,2026,False,11,1,True,False,pl_insol,fuera_corte_temporal_2026
TIC 245076932 b,2026,False,11,1,True,False,pl_insol,fuera_corte_temporal_2026
TIC 183374187 b,2026,False,10,2,True,False,"pl_orbsmax,pl_insol",fuera_corte_temporal_2026
TIC 150070085 b,2026,False,6,6,False,False,"pl_orbsmax,pl_bmasse,pl_orbeccen,pl_insol,st_met,st_logg",fuera_corte_temporal_2026
NGTS-38 b,2026,False,11,1,True,False,pl_insol,fuera_corte_temporal_2026
TOI-260 b,2024,True,11,1,True,True,pl_insol,retenido
